url,duracion,nombre
https://www.dropbox.com/scl/fi/zh9ecm7oq4m9po5cw4k47/Green-Day-Jesus-Of-Suburbia-Official-Music-Video-4K-Upgrade-fZFmaMbkUD4.webm?rlkey=1a1hpohzet7t5fwfxv7yvrp26&st=fo5u7zj5&raw=1,11:48,Green Day
https://www.dropbox.com/scl/fi/icu4g9ay1x4ju86krphp5/Green-Day-American-Idiot-Official-Music-Video-4K-Upgrade-Ee_uujKuJMI.webm?rlkey=vitt9zax4tapgt549fujmlivd&st=y3lo9ubk&raw=1,3:02,Green Day
https://www.dropbox.com/scl/fi/q95r1at5ipujv6tzx9tvj/My-Chemical-Romance-Na-Na-Na-Official-Music-Video-egG7fiE89IU.webm?rlkey=6e9jipmsmepghr8aqq4cqc02j&st=wy7n96dd&raw=1,4:13,My Chemical Romance
https://www.dropbox.com/scl/fi/kio1710nzyg77bre48v2l/My-Chemical-Romance-Teenagers-Official-Music-Video-4K-k6EQAOmJrbw.webm?rlkey=smkpbhp8h4uo724y2cj18ruhw&st=fc9tol0k&raw=1,2:52,My Chemical Romance
https://www.dropbox.com/scl/fi/3avkxtqrxc6z1pmylc20t/My-Chemical-Romance-I-m-Not-Okay-I-Promise-Official-Music-Video-4K-Film-Restored-dhZTNgAs4Fc.webm?rlkey=aor56ll2hjv04v85v61zfm0ea&st=vszb6exh&raw=1,3:26,My Chemical Romance
https://www.dropbox.com/scl/fi/ukro938a8ldug8wlqzxne/Cuarteto-de-Nos-Buen-D-a-Benito-Video-Oficial-nbriUJ-Wn_Q.webm?rlkey=mereclxv20ej1jmtqoxob8ud7&st=20agylie&raw=1,3:49,Cuarteto de Nos
https://www.dropbox.com/scl/fi/0bqmsdi8e7twtv64w3l6y/PXNDX-Disculpa-los-Malos-Pensamientos-xQfqhGPwacU.webm?rlkey=40kfst9nb15eqq5hsmevcxbcl&st=c6v0l00c&raw=1,4:10,PXNDX
https://www.dropbox.com/scl/fi/tvqt9b8qeaqlvf29f2x5f/Panda-Maracas-IZSmX3G-IRk.webm?rlkey=t59k5p8grsd09j44bsizc5d2p&st=udewuwzn&raw=1,3:12,Panda
https://www.dropbox.com/scl/fi/fmej8fit1yog3zb8ub1dv/Panda-Hola-38mFtzIAE_c.webm?rlkey=3onvu5p6bl5pdaawu6ywx56g8&st=e5lk4x8l&raw=1,2:47,Panda
https://www.dropbox.com/scl/fi/jxaytg56rmohergu0h2js/Allison-Fr-gil-fGKQPZhqTnQ.webm?rlkey=54holwrme3a3hbxa0thdpeomj&st=qunwrp4s&raw=1,2:49,Allison
https://www.dropbox.com/scl/fi/fx9tujowr1l8tkcctva8e/System-Of-A-Down-B.Y.O.B.-Official-HD-Video-zUzd9KyIDrM.webm?rlkey=1xe8zryq39xt6oouripdlxk1u&st=1hcl5aka&raw=1,4:23,System Of A Down
https://www.dropbox.com/scl/fi/x7unzrzostiplc5wq0x7e/Green-Day-St.-Jimmy-live-iHeartRadio-2012-5m2YYc4SoKQ.mp4?rlkey=bvvcwvz01akd8w9jbgwkl0gni&st=uppux7j8&raw=1,3:29,Green Day
https://www.dropbox.com/scl/fi/vo7qozi86lmx8zpp5y8su/Panda-Si-Supieras-nTZKHn-65qg.webm?rlkey=qs1l8uhx3i1ymszr50uxptvr1&st=r3n93fg2&raw=1,4:45,Panda
https://www.dropbox.com/scl/fi/w7ftxkp12ait4c6w4pr12/PXNDX-Mu-eca-En-Vivo-Sinfon-a-Soledad-s25OFZitt0I.webm?rlkey=lfoq394umiq76dcn084iqg2xx&st=ezykx7xz&raw=1,5:44,PXNDX
https://www.dropbox.com/scl/fi/d52p2tqcwoxq4ldrfimya/Tronic-Mateo-vfJ2yfdy70.webm?rlkey=ovwgbabxql5hle8i8fli4vxb5&st=js6p76eg&raw=1,1:50,Tronic
https://www.dropbox.com/scl/fi/j2bxxxpw1i8az7o46ngm2/PXNDX-Narcisista-por-Excelencia-kP6_nlTdPgI.webm?rlkey=uv2zjjoz3tpjdyovekfr4ard9&st=bmwvmlhi&raw=1,3:51,PXNDX
